"","Name","Address","City","State","Zip","Phone_Number"
"595","MACRI'S BAKERY & DELI","214 N NILES AVE","SOUTH BEND","IN","46617","(574) 282-1010"
"596","Y.W.C.A. OF ST JOSEPH CO","1102 FELLOWS ST","SOUTH BEND","IN","46601","(574) 233-9491"
"597","DAINTY MAID BAKE SHOP, INC","231 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 232-8219"
"598","CHINA GARDEN RESTAURANT, INC","900 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-7373"
"599","APPLEBEE'S NEIGHBORHOOD BAR &","3703 PORTAGE AVE","SOUTH BEND","IN","46628","(574) 277-2640"
"600","BARBICI ITALIAN STREET FOOD","1233 N EDDY ST","SOUTH BEND","IN","46617","(574) 251-1330"
"601","MATTHYS LITTLE LEAGUE","4700 MEADOW LN","SOUTH BEND","IN","46619","(574) 289-5228"
"602","APPLEBEE'S NEIGHBORHOOD BAR &","1150 E IRELAND RD","SOUTH BEND","IN","46614","(574) 277-2640"
"603","SUPER MERCADO ROSALES","1518 S MICHIGAN ST","SOUTH BEND","IN","46613","(574) 234-5587"
"604","BURGER KING #6622","1113 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-4300"
"605","THE COFFEE SPOT","3201 SUGAR MAPLE BUSINESS CT","SOUTH BEND","IN","46628","(574) 288-0398"
"606","SOUTHEAST LITTLE LEAGUE","455 S JACKSON ST","SOUTH BEND","IN","46614","(574) 231-9625"
"607","THE VINE","103 W COLFAX AVE","SOUTH BEND","IN","46601","(574) 234-9463"
"608","POPEYE'S LOUISIANA KITCHEN","2605 LINCOLN WAY W","SOUTH BEND","IN","46628-1937","(574) 232-0000"
"609","WISEGUYS","3421 W SAMPLE ST","SOUTH BEND","IN","46619","(574) 234-2670"
"610","BENDIX FAMILY RESTAURANT","4920 W WESTERN AVE","SOUTH BEND","IN","46601","(574) 287-3037"
"611","TORCH LOUNGE, INC","1817 S MICHIGAN ST","SOUTH BEND","IN","46613","(574) 234-6863"
"612","THE TASTE OF CHICAGO","917 LINCOLN WAY W","SOUTH BEND","IN","46616-1126","(574) 520-8969"
"613","SOUTH BEND FIREFIGHTERS LOCAL","4025 LINCOLN WAY W","SOUTH BEND","IN","46628","(574) 232-3473"
"614","LA ESPERANZA / CASA ROMA, INC.","1636 N IRONWOOD DR","SOUTH BEND","IN","46637","(574) 273-0345"
"615","WESTSIDE DEMOCRATIC CLUB","617 S WARREN ST","SOUTH BEND","IN","46619","(574) 287-4091"
"616","HUICHI RINCON HUESTECO","2702 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 855-1903"
"617","DISMAS HOUSE OF SOUTH BEND","521 S SAINT JOSEPH ST","SOUTH BEND","IN","46601","(574) 233-8522"
"618","LONG JOHN SILVER'S #40","4949 W WESTERN AVE","SOUTH BEND","IN","46601","(812) 482-3212"
"619","THE VINE","103 W COLFAX AVE","SOUTH BEND","IN","46601","(574) 234-9463"
"620","LONG JOHN SILVER'S #42","920 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-1220"
"621","SOUTH BEND SCOTTISH RITE","427 N MAIN ST","SOUTH BEND","IN","46601","(574) 233-3158"
"622","ARBY'S ROAST BEEF #7215","209 W SAMPLE ST","SOUTH BEND","IN","46601","(574) 246-9733"
"623","GOLDEN DRAGON CHINESE REST","3302 PORTAGE AVE","SOUTH BEND","IN","46628","(574) 243-8800"
"624","CENTERPLATE / V.S.A., INC","120 S SAINT JOSEPH ST","SOUTH BEND","IN","46601","(574) 235-9151"
"625","WENDY'S #563","4227 S MICHIGAN ST","SOUTH BEND","IN","46614","(574) 291-6171"
"626","P & G FAMILY RESTAURANT","2335 PRAIRIE AVE","SOUTH BEND","IN","46614","(574) 288-7792"
"627","BAKER'S DOZEN BAKESHOP","2909 W SAMPLE ST","SOUTH BEND","IN","46619","(574) 289-9559"
"628","JOHN ADAMS HIGH SCHOOL","808 S TWYCKENHAM DR","SOUTH BEND","IN","46624","(574) 283-7724"
"629","THE MARK","1234 N EDDY ST","SOUTH BEND","IN","46617","(574) 204-2767"
"630","LONNIE'S 23 INN","1989 PRAIRIE AVE","SOUTH BEND","IN","46613","(574) 251-0282"
"631","COQUILLARD PRIMARY CENTER","1245 N SHERIDAN ST","SOUTH BEND","IN","46628","(574) 283-8617"
"632","MOONDOG'S PUB","4407 S IRONWOOD DR","SOUTH BEND","IN","46614","(574) 291-6544"
"633","RALLY'S","2021 S MICHIGAN ST","SOUTH BEND","IN","46613","(574) 234-3407"
"634","LOCOS MEXICAN RESTAURANT","3801 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 287-0020"
"635","EXPRESS CUPCAKES","1150 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 276-0865"
"636","BREAD OF LIFE FREE FOOD KITCHE","2406 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 327-5578"
"637","ARBY'S ROAST BEEF #7215","209 W SAMPLE ST","SOUTH BEND","IN","46601","(574) 246-9733"
"638","BOYS & GIRLS CLUB OF ST JOSEPH","502 E SAMPLE ST","SOUTH BEND","IN","46601","(574) 232-2048"
"639","WENDY'S #562","3401 LINCOLN WAY W","SOUTH BEND","IN","46628","(574) 287-6644"
"640","ARBY'S ROAST BEEF #1157","3425 LINCOLN WAY W","SOUTH BEND","IN","46628-1454","(574) 233-5592"
"641","MCKINLEY PUB","2930 MCKINLEY AVE","SOUTH BEND","IN","46615","(574) 234-2616"
"642","SUBWAY OF SOUTH BEND X","700 W IRELAND RD","SOUTH BEND","IN","46614","(574) 231-9209"
"643","ARBY'S ROAST BEEF #7215","209 W SAMPLE ST","SOUTH BEND","IN","46601","(574) 246-9733"
"644","CUSHING MANOR BED & BREAKFAST","508 W WASHINGTON ST","SOUTH BEND","IN","46601","(574) 288-1990"
"645","WENDY'S #562","3401 LINCOLN WAY W","SOUTH BEND","IN","46628","(574) 287-6644"
"646","OLIVER INN","630 W WASHINGTON ST","SOUTH BEND","IN","46601","(574) 232-4545"
"647","BLUE HERON, INC","5440 NIMTZ PKWY","SOUTH BEND","IN","46628-6115","(574) 233-3091"
"648","EDISON INTERMEDIATE SCHOOL","2701 EISENHOWER AVE","SOUTH BEND","IN","46615","(574) 283-8948"
"649","OLIVE EXPO","2324 ELWOOD AVE","SOUTH BEND","IN","46628","(574) 310-9068"
"650","HAMILTON TRADITIONAL SCHOOL","1530 E JACKSON RD","SOUTH BEND","IN","46614","(574) 231-5689"
"651","MARINE CORPS LEAGUE","539 PARRY ST","SOUTH BEND","IN","46617","(574) 233-0253"
"652","LITTLE CAESARS PIZZA","3601 EDISON RD","SOUTH BEND","IN","46615","(574) 243-4680"
"653","NICK'S PATIO RESTAURANT","1710 N IRONWOOD DR","SOUTH BEND","IN","46635","(574) 277-7400"
"654","MATTSON'S CUSTOM CATERING & EV","2720 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 635-1039"
"655","LONG JOHN SILVER'S #42","920 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-1220"
"656","FIRST BRETHREN CHURCH","4909 S IRONWOOD DR","SOUTH BEND","IN","46614","(574) 291-4909"
"657","ROSALES SUPER MARKET #5","2812 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 234-4192"
"658","LONG JOHN SILVER'S #43","319 N HICKORY RD","SOUTH BEND","IN","46615-3303","(574) 288-6847"
"659","PENN STATION EAST COAST SUBS","2202 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 855-2432"
"660","SUBWAY OF SOUTH BEND VIII","837 S IRONWOOD DR","SOUTH BEND","IN","46615","(574) 233-0300"
"661","MADISON OYSTER BAR","129 N MAIN ST","SOUTH BEND","IN","46601","(574) 288-3776"
"662","SUBWAY OF SOUTH BEND X","700 W IRELAND RD","SOUTH BEND","IN","46614","(574) 231-9209"
"663","SUBWAY OF SOUTH BEND VIII","837 S IRONWOOD DR","SOUTH BEND","IN","46615","(574) 233-0300"
"664","RIVER CITY CAFE","321 E WALTER ST","SOUTH BEND","IN","46614","(574) 299-4768"
"665","SPEEDWAY #6620","1706 SOUTH BEND AVE","SOUTH BEND","IN","46635","(574) 271-8385"
"666","BRUNO'S PIZZA DTSB","131 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 234-2222"
"667","TGI FRIDAY'S #2272","1240 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-9070"
"668","ONE STOP #3","1807 LINCOLN WAY E","SOUTH BEND","IN","46613-3422","(574) 288-8850"
"669","EAST RACE CONCESSION TRAILER","121 S NILES AVE","SOUTH BEND","IN","46601","(574) 235-2621"
"670","SPEEDWAY #5548","1449 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 233-7421"
"671","KFS CATERING","3207 HIGH ST","SOUTH BEND","IN","46614","(574) 231-5168"
"672","SPEEDWAY #6620","1706 SOUTH BEND AVE","SOUTH BEND","IN","46635","(574) 271-8385"
"673","ROSALES SUPER MARKET #5","2812 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 234-4192"
"674","SPEEDWAY #6636","1110 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-0395"
"675","M R FALCON'S","3212 KELLER ST","SOUTH BEND","IN","46628","(574) 288-1090"
"676","SPEEDWAY #8531","2702 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 282-2402"
"677","LINCOLN PRIMARY SCHOOL","1425 E CALVERT ST","SOUTH BEND","IN","46613","(574) 283-8988"
"678","BELLIC RIVER GROUP LLC, DBA BE","1105 NORTHSIDE BLVD","SOUTH BEND","IN","46615","(574) 312-5170"
"679","EINSTEIN BROS. BAGELS","2019 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 272-2622"
"680","MCCLURE OIL #54","5913 US 31 S","SOUTH BEND","IN","46614","(765) 674-9771"
"681","MARSHALL INTERMEDIATE SCHOOL","1433 BYRON DR","SOUTH BEND","IN","46614","(574) 231-5827"
"682","POP'S PLACE INC","2035 S MICHIGAN ST","SOUTH BEND","IN","46613-2326","(574) 286-6115"
"683","MCCLURE OIL #51","6220 US 31 S","SOUTH BEND","IN","46615","(765) 674-9771"
"684","BAKERS BAR & GRILLE","123 N SAINT JOSEPH ST","SOUTH BEND","IN","46601","(574) 245-7274"
"685","7-ELEVEN #18316","1827 MIAMI ST","SOUTH BEND","IN","46613","(574) 232-0707"
"686","JIMMY JOHN'S GOURMET SANDWICH","138 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 246-1020"
"687","CARMELA'S AT MACRI'S","214 N NILES AVE","SOUTH BEND","IN","46617","(574) 280-4824"
"688","TAIWAN HANLUNG INC / DBA CRE-A","1639 N IRONWOOD DR","SOUTH BEND","IN","46637","(574) 247-3000"
"689","SAINT PAUL BETHEL BAPTIST CHUR","621 LINDSEY ST","SOUTH BEND","IN","46616","(574) 288-6667"
"690","GARDEN WOK","919 N BENDIX DR","SOUTH BEND","IN","46628","(574) 287-6633"
"691","JULIO'S PIZZA","2509 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 287-1034"
"692","DAIRY QUEEN","4206 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 288-1100"
"693","EXPRESS CUPCAKES","1150 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 276-0865"
"694","KFS CATERING","3207 HIGH ST","SOUTH BEND","IN","46614","(574) 231-5168"
"695","BRUNO'S PIZZA DTSB","131 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 234-2222"
"696","MACRI'S BAKERY & DELI","214 N NILES AVE","SOUTH BEND","IN","46617","(574) 282-1010"
"697","GABY'S ICE CREAM SHOP","1708 S MICHIGAN ST","SOUTH BEND","IN","46613","(574) 383-5034"
"698","KFC","3924 PORTAGE AVE","SOUTH BEND","IN","46628","(269) 683-8666"
"699","BOYS & GIRLS CLUB OF ST JOSEPH","502 E SAMPLE ST","SOUTH BEND","IN","46601","(574) 232-2048"
"700","CAFE 211","211 N EDDY ST","SOUTH BEND","IN","46617","(574) 299-9126"
"701","EWING CAFE","111 W EWING AVE","SOUTH BEND","IN","46613","(574) 237-9404"
"702","THYME OF GRACE","2714 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 288-0552"
"703","THE MARK","1234 N EDDY ST","SOUTH BEND","IN","46617","(574) 204-2767"
"704","APPLEBEE'S NEIGHBORHOOD BAR &","1150 E IRELAND RD","SOUTH BEND","IN","46614","(574) 277-2640"
"705","DAINTY MAID BAKE SHOP, INC","231 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 232-8219"
"706","DISMAS HOUSE OF SOUTH BEND","521 S SAINT JOSEPH ST","SOUTH BEND","IN","46601","(574) 233-8522"
"707","UNIVERSITY MARATHON SOUTH","111 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-3283"
"708","MIAMI STOP AND GO","1914 MIAMI ST","SOUTH BEND","IN","46601","(574) 288-5222"
"709","J & J CANDY","1416 1420 FASSNACHT AVE","SOUTH BEND","IN","46628","(574) 855-1927"
"710","SKINNY'S CONEY CONCESSIONS","0 OUTSIDE CITY LIMITS","SOUTH BEND","IN","46601","(574) 210-6058"
"711","DEW DROP INN","822 S LAFAYETTE BLVD",NA,NA,"46618","(574) 289-9829"
"712","ECONOMY INN","3233 LINCOLN WAY W","SOUTH BEND","IN","46628-1450","(574) 232-9019"
"713","SAM'S FOOD MARKET","1336 LINCOLN WAY W","SOUTH BEND","IN","46628","(574) 289-8957"
"714","MC CORMICK'S","125 N MICHIGAN ST","SOUTH BEND","IN","46601","(574) 289-8031"
"715","PANERA BREAD","1290 E IRELAND RD BLDG","SOUTH BEND","IN","46614","(574) 231-4932"
"716","BIGGBY COFFEE","1130 E ANGELA BLVD","SOUTH BEND","IN","46613","(269) 326-0346"
"717","WAKA DOG CAFE","1809 SOUTH BEND AVE","SOUTH BEND","IN","46637-5637","(574) 252-4627"
"718","MCCLURE OIL #51","6220 US 31 S","SOUTH BEND","IN","46615","(765) 674-9771"
"719","ONE STOP #2","3425 LINCOLN WAY W","SOUTH BEND","IN","46628-1454","(574) 233-8403"
"720","SMOKIN ADDIES","501 LINCOLN WAY W","SOUTH BEND","IN","46601","(574) 287-4464"
"721","CIAO'S LOUNGE","119 N MICHIGAN ST","SOUTH BEND","IN","46601","(574) 289-2426"
"722","STUDIO RUMBA 305","1116 S MAIN ST","SOUTH BEND","IN","46619","(574) 217-6507"
"723","CHICO'S MEXICAN RESTAURANT","2418 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 237-9198"
"724","FIRST BRETHREN CHURCH","4909 S IRONWOOD DR","SOUTH BEND","IN","46614","(574) 291-4909"
"725","MICHIANA VESUVIOS","117 E WAYNE ST","SOUTH BEND","IN","46601","(574) 234-2183"
"726","SAMUEL MANCINO'S","910 ERSKINE PLZ","SOUTH BEND","IN","46614","(574) 231-9940"
"727","SOUTH BEND FIREFIGHTERS LOCAL","4025 LINCOLN WAY W","SOUTH BEND","IN","46628","(574) 232-3473"
"728","SPEEDWAY #5487","2075 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-5436"
"729","NAVARRE AT THE WOODWARD","111 WOODWARD CT","SOUTH BEND","IN","46601","(574) 288-4420"
"730","CARMELA'S AT MACRI'S","214 N NILES AVE","SOUTH BEND","IN","46617","(574) 280-4824"
"731","KELLY'S PUB","1150 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 287-7379"
"732","DAVE'S PUB","3013 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 237-9195"
"733","R.K. CITY FOOD MART","301 N LAFAYETTE BLVD","SOUTH BEND","IN","46601","(574) 287-5754"
"734","ELIA'S INC","2128 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 277-7239"
"735","FRANK'S PLACE","327 W MARION ST","SOUTH BEND","IN","46601-1148","(574) 232-2277"
"736","FIVE GUYS BURGERS & FRIES","1233 N EDDY ST","SOUTH BEND","IN","46617","(574) 234-1800"
"737","7-ELEVEN #27054","2207 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 232-1797"
"738","DEW DROP INN","822 S LAFAYETTE BLVD",NA,NA,"46618","(574) 289-9829"
"739","MCKINLEY PUB","2930 MCKINLEY AVE","SOUTH BEND","IN","46615","(574) 234-2616"
"740","WINGS, ETC","2051 E IRELAND RD","SOUTH BEND","IN","46614-2908","(574) 291-0077"
"741","MEIJER GAS STATION #120","3600 PORTAGE AVE","SOUTH BEND","IN","46628","(574) 273-3400"
"742","MEIJER STORE #120","3600 PORTAGE AVE","SOUTH BEND","IN","46628","(574) 273-3468"
"743","LASALLE GRILL","115 W COLFAX AVE","SOUTH BEND","IN","46601","(574) 288-1155"
"744","P & G FAMILY RESTAURANT","2335 PRAIRIE AVE","SOUTH BEND","IN","46614","(574) 288-7792"
"745","PILGRIM BAPTIST CHURCH","116 BIRDSELL ST","SOUTH BEND","IN","46628","(574) 234-6698"
"746","ELOTES Y MAS","1343 DUNHAM ST","SOUTH BEND","IN","46619","(574) 233-0109"
"747","J & J CANDY","1416 1420 FASSNACHT AVE","SOUTH BEND","IN","46628","(574) 855-1927"
"748","DOCKSIDE","1835 LINCOLN WAY E","SOUTH BEND","IN","46613","(574) 400-0848"
"749","EWING CAFE","111 W EWING AVE","SOUTH BEND","IN","46613","(574) 237-9404"
"750","COMFORT SUITES","6225 US 31 S","SOUTH BEND","IN","46637","(574) 291-3100"
"751","MINI MART","3227 W SAMPLE ST","SOUTH BEND","IN","46619","(574) 288-7790"
"752","JUAN CAMANEY","618 PULASKI ST","SOUTH BEND","IN","46619","(574) 303-0446"
"753","PURPLE PORCH CO-OP, INC","123 N HILL ST","SOUTH BEND","IN","46617","(574) 287-6724"
"754","EMMAUS LUTHERAN CHURCH","929 MILTON ST","SOUTH BEND","IN","46613","(574) 287-4151"
"755","THE WELL @ RIVER PARK GRACE","2410 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 387-2410"
"756","SAINT CASIMIR CATHOLIC CHURCH","1308 DUNHAM ST","SOUTH BEND","IN","46619","(574) 287-9551"
"757","TACO BELL / PIZZA HUT #5393","221 W LASALLE AVE","SOUTH BEND","IN","46601","(574) 233-3431"
"758","CALVARY BAPTIST CHURCH","3001 W CLEVELAND RD","SOUTH BEND","IN","46628","(574) 272-8334"
"759","NEW CHINA RESTAURANT","920 ERSKINE PLZ","SOUTH BEND","IN","46614","(574) 291-9324"
"760","FIDDLER'S HEARTH, INC","127 N MAIN ST","SOUTH BEND","IN","46601","(574) 232-2853"
"761","EMMAUS LUTHERAN CHURCH","929 MILTON ST","SOUTH BEND","IN","46613","(574) 287-4151"
"762","J J FISH & CHICKEN","3622 EDISON RD","SOUTH BEND","IN","46615","(574) 288-4221"
"763","SOUTH SIDE FOOD MART","1637 KEMBLE AVE","SOUTH BEND","IN","46613","(574) 222-2372"
"764","WAL-MART #2680","3701 PORTAGE AVE","SOUTH BEND","IN","46628","(574) 243-4915"
"765","PAPA JOHN'S #2","1811 S IRONWOOD DR","SOUTH BEND","IN","46614","(574) 233-7272"
"766","HOPE MINISTRIES","432 S LAFAYETTE BLVD","SOUTH BEND","IN","46601","(574) 288-4842"
"767","LEEPER PARK TENNIS CENTER","837 N LAFAYETTE BLVD","SOUTH BEND","IN","46601","(574) 235-9405"
"768","SAINT PAUL BETHEL BAPTIST CHUR","621 LINDSEY ST","SOUTH BEND","IN","46616","(574) 288-6667"
"769","STUDEBAKER NATIONAL MUSEUM INC","201 CHAPIN ST","SOUTH BEND","IN","46601","(574) 235-9714"
"770","STEAK N SHAKE","1315 E IRELAND RD","SOUTH BEND","IN","46614","(574) 299-9936"
"771","BELLIC RIVER GROUP LLC, DBA BE","1105 NORTHSIDE BLVD","SOUTH BEND","IN","46615","(574) 312-5170"
"772","HACIENDA MEXICAN RESTAURANT","3903 PORTAGE AVE","SOUTH BEND","IN","46628","(574) 273-3843"
"773","OH MAMMA'S ON THE AVENUE","1212 BEYER AVE","SOUTH BEND","IN","46615-1110","(574) 276-6918"
"774","JIMMY JOHNS GOURMET SANDWICHES","1290 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-1900"
"775","DISMAS HOUSE OF SOUTH BEND","521 S SAINT JOSEPH ST","SOUTH BEND","IN","46601","(574) 233-8522"
"776","THYME OF GRACE","2714 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 288-0552"
"777","THE CELLAR DOOR","213 W WASHINGTON ST","SOUTH BEND","IN","46601","(574) 323-2120"
"778","CHIPPEWA BOWL","225 W CHIPPEWA AVE","SOUTH BEND","IN","46614","(574) 291-5093"
"779","LULA'S CAFE","1631 EDISON RD","SOUTH BEND","IN","46637","(574) 273-6216"
"780","TEXAS ROADHOUSE","4635 S MICHIGAN ST","SOUTH BEND","IN","46614","(574) 291-7427"
"781","ELVA'S FIESTA CLUB","1024 W INDIANA AVE","SOUTH BEND","IN","46613","(574) 287-9203"
"782","CENTERPLATE / V.S.A., INC","120 S SAINT JOSEPH ST","SOUTH BEND","IN","46601","(574) 235-9151"
"783","LOGAN'S ROADHOUSE","1320 E IRELAND RD","SOUTH BEND","IN","46614","(574) 231-9644"
"784","EXTREME FAMILY GRUB AND PUB","2206 2208 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 289-4888"
"785","STUDIO RUMBA 305","1116 S MAIN ST","SOUTH BEND","IN","46619","(574) 217-6507"
"786","COMFORT SUITES","6225 US 31 S","SOUTH BEND","IN","46637","(574) 291-3100"
"787","MAXI'S FOOD & SPIRITS","114 W IRELAND RD","SOUTH BEND","IN","46614","(574) 291-9181"
"788","TAQUERIA LOS GARCIA","1140 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 217-7663"
"789","ERSKINE GOLF COURSE","4201 MIAMI ST","SOUTH BEND","IN","46614","(574) 291-5587"
"790","MC DONALD'S 574","2001 S MICHIGAN ST","SOUTH BEND","IN","46613","(574) 400-0775"
"791","7-ELEVEN #32573B","501 E LASALLE AVE","SOUTH BEND","IN","46617","(574) 234-5221"
"792","FOOD MART","3601 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 233-0099"
"793","CORPUS CHRISTI CHURCH","2822 CORPUS CHRISTI DR","SOUTH BEND","IN","46628","(574) 272-9982"
"794","SUMMIT CLUB OF S.B., INC.","211 W WASHINGTON ST","SOUTH BEND","IN","46601","(574) 232-3081"
"795","RATHSKELLER","401 N HICKORY RD","SOUTH BEND","IN","46615","(574) 233-0300"
"796","DOMINO'S PIZZA","1627 EDISON RD","SOUTH BEND","IN","46637","(574) 271-0300"
"797","HENSELL'S OAKEN BUCKET","1212 S IRONWOOD DR","SOUTH BEND","IN","46615","(574) 289-1616"
"798","KING GYROS OF LINCOLNWAY WEST","3417 LINCOLN WAY W","SOUTH BEND","IN","46628","(574) 232-8901"
"799","LOS AMIGOS","643 LA PORTE AVE","SOUTH BEND","IN","46628","(574) 323-7720"
"800","TARGET STORE T-1902","1400 E IRELAND RD","SOUTH BEND","IN","46614","(574) 299-1402"
"801","HIGHER GROUNDS","109 W WASHINGTON ST","SOUTH BEND","IN","46601","(574) 282-2522"
"802","MACRI'S BAKERY & DELI","214 N NILES AVE","SOUTH BEND","IN","46617","(574) 282-1010"
"803","EDISON INTERMEDIATE SCHOOL","2701 EISENHOWER AVE","SOUTH BEND","IN","46615","(574) 283-8948"
"804","EMMAUS LUTHERAN CHURCH","929 MILTON ST","SOUTH BEND","IN","46613","(574) 287-4151"
"805","EAST RACE CONCESSION TRAILER","121 S NILES AVE","SOUTH BEND","IN","46601","(574) 235-2621"
"806","PEACHES, INC","1811 S MICHIGAN ST","SOUTH BEND","IN","46613","(574) 287-6933"
"807","GOSPEL CENTER MISSIONARY CHURC","930 S 30TH ST","SOUTH BEND","IN","46615","(574) 232-4477"
"808","CLUB LANDING","1717 LINCOLN WAY E","SOUTH BEND","IN","46613-3420","(574) 289-4122"
"809","MOONDOG'S PUB","4407 S IRONWOOD DR","SOUTH BEND","IN","46614","(574) 291-6544"
"810","BOOTLEG'ERS","1302 FORD ST","SOUTH BEND","IN","46619","(574) 234-0744"
"811","LODDY'S","814 S WALNUT ST","SOUTH BEND","IN","46619","(574) 237-1094"
"812","TARGET STORE T-1902","1400 E IRELAND RD","SOUTH BEND","IN","46614","(574) 299-1402"
"813","STARBUCKS COFFEE #9758","1290 E IRELAND RD BLDG","SOUTH BEND","IN","46614","(206) 318-8705"
"814","MISTI'S DOWN UNDER","205 W JEFFERSON BLVD","SOUTH BEND","IN","46601","(574) 234-4752"
"815","ARBY'S ROAST BEEF #7215","209 W SAMPLE ST","SOUTH BEND","IN","46601","(574) 246-9733"
"816","SUBWAY OF SOUTH BEND VI, INC","135 E IRELAND RD","SOUTH BEND","IN","46614","(574) 299-8306"
"817","ROZELL ROYAL RIBS","313 CHAPIN ST","SOUTH BEND","IN","46601","(574) 234-6980"
"818","MARINE CORPS LEAGUE","539 PARRY ST","SOUTH BEND","IN","46617","(574) 233-0253"
"819","HIBACHI GRILL BUFFET","4502 S MICHIGAN ST","SOUTH BEND","IN","46614","(574) 291-8888"
"820","CJ'S PUB  -  CLOSED","417 N MICHIGAN ST","NEW CARLISLE","IN","46552","(574) 233-5981"
"821","BROADWAY CHRISTIAN PARISH","1412 CARROLL ST","SOUTH BEND","IN","46613","(574) 289-0333"
"822","MAXI'S FOOD & SPIRITS","114 W IRELAND RD","SOUTH BEND","IN","46614","(574) 291-9181"
"823","NUEVO TIJUANA RESTAURANT","1116 S MAIN ST","SOUTH BEND","IN","46619","(574) 289-6136"
"824","CIRA'S RESTAURANT","2007 MIAMI ST","SOUTH BEND","IN","46614","(574) 288-1077"
"825","OSCAR'S BILLIARD CLUB","1902 SOUTH BEND AVE","SOUTH BEND","IN","46617","(574) 277-6651"
"826","PROVIDENT MINISTRIES, LTD","3402 S LOCUST RD","SOUTH BEND","IN","46614","(574) 968-1566"
"827","ARBY'S ROAST BEEF #677","1807 LINCOLN WAY E","SOUTH BEND","IN","46613-3422","(574) 299-6487"
"828","SUMMIT CLUB OF S.B., INC.","211 W WASHINGTON ST","SOUTH BEND","IN","46601","(574) 232-3081"
"829","M R FALCON'S","3212 KELLER ST","SOUTH BEND","IN","46628","(574) 288-1090"
"830","LANE'S DAIRY QUEEN BRAZIER","2015 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 271-1102"
"831","TAPHOUSE ON THE EDGE","1803 SOUTH BEND AVE","SOUTH BEND","IN","46637-5637","(574) 247-9293"
"832","CORPUS CHRISTI CHURCH","2822 CORPUS CHRISTI DR","SOUTH BEND","IN","46628","(574) 272-9982"
"833","AIR HOST COFFEE SHOP-DONT USE","4467 TERMINAL DR","SOUTH BEND","IN","46628","(574) 289-8786"
"834","R.A. MINI MART","2324 ELWOOD AVE","SOUTH BEND","IN","46628","(574) 287-7317"
"835","BLACKTHORN GOLF CLUB","6100 NIMTZ PKWY","SOUTH BEND","IN","46628-6111","(574) 232-4653"
"836","POTAWATOMI POOL CONCESSION","2000 WALL ST","SOUTH BEND","IN","46615","(574) 235-9438"
"837","O'SULLIVAN'S CROSSING","235 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 289-3333"
"838","PALACIO TROPICAL","2012 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 288-9074"
"839","INNISFREE BED & BREAKFAST","702 W COLFAX AVE","SOUTH BEND","IN","46601","(574) 283-0740"
"840","7-ELEVEN #30171","4106 LINCOLN WAY W","SOUTH BEND","IN","46628","(574) 233-1621"
"841","LOGAN'S ROADHOUSE","1320 E IRELAND RD","SOUTH BEND","IN","46614","(574) 231-9644"
"842","THE LOUVERED DOOR","1622 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 237-9170"
"843","INN ON HISTORIC W WASHINGTON","322 W WASHINGTON ST","SOUTH BEND","IN","46601","(574) 288-4089"
