"","Name","Address","City","State","Zip","Phone_Number"
"299","TARKINGTON TRADITIONAL SCHOOL","3414 HEPLER ST","SOUTH BEND","IN","46635","(574) 243-7217"
"303","MC DONALD'S 493","416 N MICHIGAN ST","SOUTH BEND","IN","46601","(574) 400-0775"
"304","WASHINGTON HIGH SCHOOL","4747 W WASHINGTON ST","SOUTH BEND","IN","46624","(574) 283-7220"
"305","NEW CHINA RESTAURANT","920 ERSKINE PLZ","SOUTH BEND","IN","46614","(574) 291-9324"
"309","BRUNO'S PIZZA","2202 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 968-0350"
"310","KROGER J-901","4526 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 288-0471"
"311","VOLCANO RESTAURANT","3700 LINCOLN WAY W","SOUTH BEND","IN","46601","(574) 287-5775"
"312","KENNEDY WATER PARK CONC.","2700 WESTMOOR ST","SOUTH BEND","IN","46624","(574) 235-9407"
"313","EL RANCHITO","1923 PRAIRIE AVE","SOUTH BEND","IN","46613","(574) 288-3930"
"316","STUDEBAKER GOLF COURSE","718 E CALVERT ST","SOUTH BEND","IN","46613","(574) 287-6634"
"320","TASTE OF MEXICO","2637 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 232-8960"
"321","JOVI'S LOUNGE","1905 MIAMI ST","SOUTH BEND","IN","46614","(574) 289-3770"
"322","FRANKIE'S BBQ","1621 W WASHINGTON ST","SOUTH BEND","IN","46628-2159","(574) 287-8993"
"323","TAPASTRIE LLC","103 W COLFAX AVE","SOUTH BEND","IN","46601","(574) 232-9200"
"326","ALLIE'S CAFE & CATERING","2323 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 232-9520"
"327","BROADWAY CHRISTIAN PARISH","1412 CARROLL ST","SOUTH BEND","IN","46613","(574) 289-0333"
"330","7-ELEVEN","333 S LOGAN ST","SOUTH BEND","IN","46601","(574) 232-8916"
"331","ARMY & NAVY UNION #146","1121 W WESTERN AVE","SOUTH BEND","IN","46601","(574) 287-3815"
"334","CENTER FOR THE HOMELESS","813 S MICHIGAN ST","SOUTH BEND","IN","46601-3102","(574) 282-8700"
"337","SPEEDWAY #5153","2150 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 277-2071"
"338","ANTONIO'S PLACE","1314 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 289-0068"
"339","SPEEDWAY #5487","2075 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-5436"
"341","SPEEDWAY #6674/SUBWAY #6628","6161 W BRICK RD","SOUTH BEND","IN","46628","(574) 277-4206"
"345","KRIS'S KOUNTRY KITCHEN","2210 2212 MIAMI ST","SOUTH BEND","IN","46613","(574) 251-0377"
"347","JORDAN FISH AND CHICKEN INC","1107 LINCOLN WAY W","SOUTH BEND","IN","46616","(574) 386-6157"
"349","SPEEDWAY #5548","1449 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 233-7421"
"355","ONE STOP SHOP","3529 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 234-7870"
"356","ARBY'S ROAST BEEF #877","4615 MIAMI ST","SOUTH BEND","IN","46614","(574) 291-1208"
"361","MARTIN'S SUPER MARKETS #10","2081 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 272-6922"
"362","MITCH'S CORNER SPORTS BAR","1516 N IRONWOOD DR","SOUTH BEND","IN","46635","(574) 855-2365"
"366","FINNIES NEXT DOOR","233 S MAIN ST","SOUTH BEND","IN","46601-2111","(574) 404-6100"
"369","HAMILTON TRADITIONAL SCHOOL","1530 E JACKSON RD","SOUTH BEND","IN","46614","(574) 231-5689"
"370","MCKINLEY PRIMARY SCHOOL","228 N GREENLAWN AVE","SOUTH BEND","IN","46624","(574) 283-8576"
"371","CROOKED EWE BREWERY & ALE HOUS","1047 LINCOLN WAY E","SOUTH BEND","IN","46601","(574) 217-0881"
"373","MUESSEL PRIMARY SCHOOL","1021 BLAINE AVE","SOUTH BEND","IN","46616","(574) 283-7809"
"375","ALWAYS OPEN","1401 N BENDIX DR","SOUTH BEND","IN","46628","(574) 233-6429"
"381","TACO BELL / PIZZA HUT #5393","221 W LASALLE AVE","SOUTH BEND","IN","46601","(574) 233-3431"
"384","PEDDLER'S PUB","904 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-9192"
"385","ELOTES Y MAS","1343 DUNHAM ST","SOUTH BEND","IN","46619","(574) 233-0109"
"387","SUPER MERCADO ROSALES","1518 S MICHIGAN ST","SOUTH BEND","IN","46613","(574) 234-5587"
"388","ELKS LODGE #235","3535 MCKINLEY AVE","SOUTH BEND","IN","46615","(574) 233-1139"
"393","SAINT MARY PARISH PNCC","1601 W SAMPLE ST","SOUTH BEND","IN","46619","(574) 233-1961"
"397","PIZZA HUT - DONT USE","209 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-9400"
"398","PIZZA HUT - DONT USE","1129 N BENDIX DR","SOUTH BEND","IN","46628","(574) 232-2800"
"399","THE PHILADELPHIA","2123 EDISON RD","SOUTH BEND","IN","46637","(574) 287-3255"
"400","PIZZA HUT - DONT USE","2017 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 273-9944"
"401","TOM'S RESTAURANT","131 S LAFAYETTE BLVD","SOUTH BEND","IN","46601","(574) 237-9401"
"402","QUIZNOS SUB","131 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 256-6712"
"407","THE PORTAGE GRILL, LLC","1519 PORTAGE AVE","SOUTH BEND","IN","46617","(574) 288-2867"
"408","DOMINIC'S PIZZERIA","1640 SOUTH BEND AVE","SOUTH BEND","IN","46617","(574) 289-0626"
"409","LONNIE'S 23 INN","1989 PRAIRIE AVE","SOUTH BEND","IN","46613","(574) 251-0282"
"410","SILVER TOWER SEAFOOD HOUSE","1536 LINCOLN WAY W","SOUTH BEND","IN","46628-2420","(574) 233-0304"
"411","SMOKIN ADDIES","501 LINCOLN WAY W","SOUTH BEND","IN","46601","(574) 287-4464"
"413","ERSKINE GOLF COURSE","4201 MIAMI ST","SOUTH BEND","IN","46614","(574) 291-5587"
"414","P & G FAMILY RESTAURANT","2335 PRAIRIE AVE","SOUTH BEND","IN","46614","(574) 288-7792"
"417","TAPHOUSE ON THE EDGE","1803 SOUTH BEND AVE","SOUTH BEND","IN","46637-5637","(574) 247-9293"
"418","SOUTH BEND QUARTET CHAPTER","2722 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 288-7523"
"419","MARINE CORPS LEAGUE","539 PARRY ST","SOUTH BEND","IN","46617","(574) 233-0253"
"421","THAT CHEESECAKE PLACE","3612 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 288-4168"
"423","UGLY MUGS CAFE & CULTURE","102 N MAIN ST","SOUTH BEND","IN","46601","(574) 863-0352"
"425","MASTERPIECE CREATIONS/BISTRO","211 N MICHIGAN ST","SOUTH BEND","IN","46601","(574) 235-5583"
"435","KELLY'S PUB","1150 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 287-7379"
"440","SAINT JOSEPH CATHOLIC HIGH SCH","453 N NOTRE DAME AVE","SOUTH BEND","IN","46617","(574) 233-6137"
"441","MURPHY'S BACKYARD PUB","3601 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 233-5968"
"444","STARZ BAR","1505 KENDALL ST","SOUTH BEND","IN","46613","(574) 288-7827"
"446","SOUTH BEND CHOCOLATE CO","615 N MICHIGAN ST","SOUTH BEND","IN","46601","(574) 233-2577"
"449","SAINT ADALBERT CATHOLIC CHURCH","519 S OLIVE ST","SOUTH BEND","IN","46619","(574) 288-5708"
"450","CHINA GARDEN RESTAURANT, INC","900 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-7373"
"452","STUDEBAKER NATIONAL MUSEUM INC","201 CHAPIN ST","SOUTH BEND","IN","46601","(574) 235-9714"
"455","RON'S MCKINLEY MARATHON","2124 MCKINLEY AVE","SOUTH BEND","IN","46615","(574) 234-9565"
"459","CAMBODIAN THAI RESTAURANT - DO","229 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 289-2877"
"460","CHICORY CAFE CO. - DO NOT USE","105 E JEFFERSON BLVD","SOUTH BEND","IN","46601","(574) 234-1141"
"461","MARTIN'S SUPER MARKETS #1","1302 ELWOOD AVE","SOUTH BEND","IN","46680","(574) 233-8229"
"462","MARTIN'S SUPER MARKETS #8","4401 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 288-4854"
"463","WENDY'S #562","3401 LINCOLN WAY W","SOUTH BEND","IN","46628","(574) 287-6644"
"464","EMMAUS LUTHERAN CHURCH","929 MILTON ST","SOUTH BEND","IN","46613","(574) 287-4151"
"468","RUM VILLAGE INN","2209 KEMBLE AVE","SOUTH BEND","IN","46613","(574) 288-1773"
"470","PENN STATION EAST COAST SUBS","2202 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 855-2432"
"472","HUNGRY HOWIE'S PIZZA","2035 E IRELAND RD","SOUTH BEND","IN","46614","(574) 231-1100"
"473","CHIPPEWA BOWL","225 W CHIPPEWA AVE","SOUTH BEND","IN","46614","(574) 291-5093"
"474","MINDY'S DOWNTOWN GRILL","120 W LASALLE AVE","SOUTH BEND","IN","46601","(574) 237-0819"
"475","FALAFEL EXPRESS","1809 SOUTH BEND AVE","SOUTH BEND","IN","46637-5637","(574) 514-1228"
"476","CEDAR HOUSE RESTAURANT","808 E COLFAX AVE","SOUTH BEND","IN","46617","(574) 287-8744"
"477","EXTREME FAMILY GRUB AND PUB","2206 2208 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 289-4888"
"480","J & R LINCOLNWAY GRILL","1003 LINCOLN WAY W","SOUTH BEND","IN","46616-1147","(574) 233-7814"
"482","ROZELL ROYAL RIBS","313 CHAPIN ST","SOUTH BEND","IN","46601","(574) 234-6980"
"483","FRENCHIES","230 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 215-8897"
"485","PIZZA HUT","3697 PORTAGE AVE","SOUTH BEND","IN","46628","(574) 273-0678"
"486","EL PARAISO","425 S MAIN ST","SOUTH BEND","IN","46601","(574) 234-1546"
"489","BAMBER SUPERETTE","1145 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 287-1871"
"491","TURNERS OF MICHIANA LLC","2720 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 289-4335"
"492","CALVARY BAPTIST CHURCH","3001 W CLEVELAND RD","SOUTH BEND","IN","46628","(574) 272-8334"
"494","BELL-MART BP","3627 MCKINLEY AVE","SOUTH BEND","IN","46615","(574) 287-9926"
"499","POP'S PLACE INC","2035 S MICHIGAN ST","SOUTH BEND","IN","46613-2326","(574) 286-6115"
"500","LUIGI'S PIZZA, INC","3620 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 282-1215"
"502","SUNRISE BAR & GRILL","3101 LINCOLN WAY W","SOUTH BEND","IN","46628-1947","(574) 234-3034"
"504","SAINT HEDWIG MEMORIAL CENTER","331 S SCOTT ST","SOUTH BEND","IN","46601","(574) 287-8935"
"505","RINCON HUASTECO","2702 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 855-1903"
"508","WAL-MART SUPERCENTER #3436","700 W IRELAND RD","SOUTH BEND","IN","46614","(574) 299-1284"
"509","O'SULLIVAN'S CROSSING","235 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 289-3333"
"511","GOSPEL CENTER MISSIONARY CHURC","930 S 30TH ST","SOUTH BEND","IN","46615","(574) 232-4477"
"512","JULIO'S PIZZA","2509 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 287-1034"
"513","MC ALISTER'S DELI","1130 E ANGELA BLVD","SOUTH BEND","IN","46613","(574) 232-8560"
"515","LA CENTRAL BAKERY","3021 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 289-2550"
"516","HONEY BAKED HAM CO & CAFE","2307 EDISON RD","SOUTH BEND","IN","46615","(574) 288-4267"
"518","FIRST PRESBYTERIAN CHURCH","333 W COLFAX AVE","SOUTH BEND","IN","46601","(574) 234-4159"
"520","TIPPECANOE PLACE RESTAURANT","620 W WASHINGTON ST","SOUTH BEND","IN","46601","(574) 234-9077"
"521","222 ITALIAN STEAKHOUSE","222 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 232-0222"
"522","LODDY'S","814 S WALNUT ST","SOUTH BEND","IN","46619","(574) 237-1094"
"523","FIDDLER'S HEARTH, INC","127 N MAIN ST","SOUTH BEND","IN","46601","(574) 232-2853"
"524","CITY LIMITS LOUNGE","1807 S IRONWOOD DR","SOUTH BEND","IN","46614","(574) 288-3636"
"527","CHINA HOUSE","2222 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 232-9828"
"532","BENDIX RESTAURANT","1529 MIAMI ST","SOUTH BEND","IN","46613","(574) 232-7688"
"533","ANCHOR INN","2224 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 237-9147"
"536","EDISON INTERMEDIATE SCHOOL","2701 EISENHOWER AVE","SOUTH BEND","IN","46615","(574) 283-8948"
"540","CENTERPLATE / V.S.A., INC","120 S SAINT JOSEPH ST","SOUTH BEND","IN","46601","(574) 235-9151"
"541","LITTLE CAESARS PIZZA","1225 E IRELAND RD","SOUTH BEND","IN","46614","(574) 299-0300"
"545","R.K. CITY FOOD MART","301 N LAFAYETTE BLVD","SOUTH BEND","IN","46601","(574) 287-5754"
"548","STEAK N SHAKE","1315 E IRELAND RD","SOUTH BEND","IN","46614","(574) 299-9936"
"549","PIZZA HUT","3624 MCKINLEY AVE","SOUTH BEND","IN","46615","(506) 328-4631"
"550","TAQUERIA CHICAGO","2920 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 234-6775"
"551","NUNER PRIMARY SCHOOL","2716 PLEASANT ST","SOUTH BEND","IN","46615","(574) 283-7855"
"555","CJ'S PUB  -  CLOSED","417 N MICHIGAN ST","NEW CARLISLE","IN","46552","(574) 233-5981"
"562","LET'S SPOON FROZEN YOGURT","1635 EDISON RD","SOUTH BEND","IN","46637","(574) 904-9240"
"564","THE SALVATION ARMY","510 S MAIN ST","SOUTH BEND","IN","46601","(574) 288-2539"
"565","IVY COURT INN & SUITES","1404 IVY CT","SOUTH BEND","IN","46637","(574) 277-6500"
"568","MARYCREST MARATHON","2306 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 233-8375"
"569","XAVIER SCHOOL OF EXCELLENCE","3423 S MICHIGAN ST","SOUTH BEND","IN","46614","(574) 231-6602"
"571","STARLITE PIZZA","932 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-5757"
"576","JIMMY JOHN'S GOURMET SANDWICH","138 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 246-1020"
"578","BLACKTHORN GOLF CLUB","6100 NIMTZ PKWY","SOUTH BEND","IN","46628-6111","(574) 232-4653"
"581","ICE CREAM SHOPPE","315 CHAPIN ST","SOUTH BEND","IN","46614","(574) 514-0146"
"582","SAINT PATRICK PARISH","309 S TAYLOR ST","SOUTH BEND","IN","46601","(574) 287-8932"
"589","SOUTH BEND FIREFIGHTERS LOCAL","4025 LINCOLN WAY W","SOUTH BEND","IN","46628","(574) 232-3473"
"591","Y.W.C.A. OF ST JOSEPH CO","1102 FELLOWS ST","SOUTH BEND","IN","46601","(574) 233-9491"
"596","MATTHYS LITTLE LEAGUE","4700 MEADOW LN","SOUTH BEND","IN","46619","(574) 289-5228"
"597","APPLEBEE'S NEIGHBORHOOD BAR &","1150 E IRELAND RD","SOUTH BEND","IN","46614","(574) 277-2640"
"600","THE COFFEE SPOT","3201 SUGAR MAPLE BUSINESS CT","SOUTH BEND","IN","46628","(574) 288-0398"
"604","WISEGUYS","3421 W SAMPLE ST","SOUTH BEND","IN","46619","(574) 234-2670"
"607","THE TASTE OF CHICAGO","917 LINCOLN WAY W","SOUTH BEND","IN","46616-1126","(574) 520-8969"
"615","LONG JOHN SILVER'S #42","920 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-1220"
"616","SOUTH BEND SCOTTISH RITE","427 N MAIN ST","SOUTH BEND","IN","46601","(574) 233-3158"
"633","BOYS & GIRLS CLUB OF ST JOSEPH","502 E SAMPLE ST","SOUTH BEND","IN","46601","(574) 232-2048"
"636","MCKINLEY PUB","2930 MCKINLEY AVE","SOUTH BEND","IN","46615","(574) 234-2616"
"639","CUSHING MANOR BED & BREAKFAST","508 W WASHINGTON ST","SOUTH BEND","IN","46601","(574) 288-1990"
"642","BLUE HERON, INC","5440 NIMTZ PKWY","SOUTH BEND","IN","46628-6115","(574) 233-3091"
"644","OLIVE EXPO","2324 ELWOOD AVE","SOUTH BEND","IN","46628","(574) 310-9068"
"655","SUBWAY OF SOUTH BEND VIII","837 S IRONWOOD DR","SOUTH BEND","IN","46615","(574) 233-0300"
"656","MADISON OYSTER BAR","129 N MAIN ST","SOUTH BEND","IN","46601","(574) 288-3776"
"666","KFS CATERING","3207 HIGH ST","SOUTH BEND","IN","46614","(574) 231-5168"
"671","SPEEDWAY #8531","2702 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 282-2402"
"672","LINCOLN PRIMARY SCHOOL","1425 E CALVERT ST","SOUTH BEND","IN","46613","(574) 283-8988"
"675","MCCLURE OIL #54","5913 US 31 S","SOUTH BEND","IN","46614","(765) 674-9771"
"678","MCCLURE OIL #51","6220 US 31 S","SOUTH BEND","IN","46615","(765) 674-9771"
"683","TAIWAN HANLUNG INC / DBA CRE-A","1639 N IRONWOOD DR","SOUTH BEND","IN","46637","(574) 247-3000"
"684","SAINT PAUL BETHEL BAPTIST CHUR","621 LINDSEY ST","SOUTH BEND","IN","46616","(574) 288-6667"
"687","DAIRY QUEEN","4206 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 288-1100"
"692","GABY'S ICE CREAM SHOP","1708 S MICHIGAN ST","SOUTH BEND","IN","46613","(574) 383-5034"
"695","CAFE 211","211 N EDDY ST","SOUTH BEND","IN","46617","(574) 299-9126"
"696","EWING CAFE","111 W EWING AVE","SOUTH BEND","IN","46613","(574) 237-9404"
"698","CATHEDRAL OF ST JAMES","117 N LAFAYETTE BLVD","SOUTH BEND","IN","46601","(574) 232-4837"
"703","UNIVERSITY MARATHON SOUTH","111 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-3283"
"705","J & J CANDY","1416 1420 FASSNACHT AVE","SOUTH BEND","IN","46628","(574) 855-1927"
"706","SKINNY'S CONEY CONCESSIONS","0 OUTSIDE CITY LIMITS","SOUTH BEND","IN","46601","(574) 210-6058"
"707","DEW DROP INN","822 S LAFAYETTE BLVD",NA,NA,"46618","(574) 289-9829"
"709","SAM'S FOOD MARKET","1336 LINCOLN WAY W","SOUTH BEND","IN","46628","(574) 289-8957"
"710","MC CORMICK'S","125 N MICHIGAN ST","SOUTH BEND","IN","46601","(574) 289-8031"
"711","PANERA BREAD","1290 E IRELAND RD BLDG","SOUTH BEND","IN","46614","(574) 231-4932"
"717","CIAO'S LOUNGE","119 N MICHIGAN ST","SOUTH BEND","IN","46601","(574) 289-2426"
"718","STUDIO RUMBA 305","1116 S MAIN ST","SOUTH BEND","IN","46619","(574) 217-6507"
"719","CHICO'S MEXICAN RESTAURANT","2418 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 237-9198"
"722","SAMUEL MANCINO'S","910 ERSKINE PLZ","SOUTH BEND","IN","46614","(574) 231-9940"
"725","NAVARRE AT THE WOODWARD","111 WOODWARD CT","SOUTH BEND","IN","46601","(574) 288-4420"
"736","WINGS, ETC","2051 E IRELAND RD","SOUTH BEND","IN","46614-2908","(574) 291-0077"
"741","PILGRIM BAPTIST CHURCH","116 BIRDSELL ST","SOUTH BEND","IN","46628","(574) 234-6698"
"744","DOCKSIDE","1835 LINCOLN WAY E","SOUTH BEND","IN","46613","(574) 400-0848"
"746","COMFORT SUITES","6225 US 31 S","SOUTH BEND","IN","46637","(574) 291-3100"
"748","JUAN CAMANEY","618 PULASKI ST","SOUTH BEND","IN","46619","(574) 303-0446"
"770","HACIENDA MEXICAN RESTAURANT","3903 PORTAGE AVE","SOUTH BEND","IN","46628","(574) 273-3843"
"771","OH MAMMA'S ON THE AVENUE","1212 BEYER AVE","SOUTH BEND","IN","46615-1110","(574) 276-6918"
"775","THE CELLAR DOOR","213 W WASHINGTON ST","SOUTH BEND","IN","46601","(574) 323-2120"
"777","LULA'S CAFE","1631 EDISON RD","SOUTH BEND","IN","46637","(574) 273-6216"
"778","TEXAS ROADHOUSE","4635 S MICHIGAN ST","SOUTH BEND","IN","46614","(574) 291-7427"
"779","ELVA'S FIESTA CLUB","1024 W INDIANA AVE","SOUTH BEND","IN","46613","(574) 287-9203"
"781","LOGAN'S ROADHOUSE","1320 E IRELAND RD","SOUTH BEND","IN","46614","(574) 231-9644"
"788","MC DONALD'S 574","2001 S MICHIGAN ST","SOUTH BEND","IN","46613","(574) 400-0775"
"795","HENSELL'S OAKEN BUCKET","1212 S IRONWOOD DR","SOUTH BEND","IN","46615","(574) 289-1616"
"796","KING GYROS OF LINCOLNWAY WEST","3417 LINCOLN WAY W","SOUTH BEND","IN","46628","(574) 232-8901"
"797","LOS AMIGOS","643 LA PORTE AVE","SOUTH BEND","IN","46628","(574) 323-7720"
"798","TARGET STORE T-1902","1400 E IRELAND RD","SOUTH BEND","IN","46614","(574) 299-1402"
"799","HIGHER GROUNDS","109 W WASHINGTON ST","SOUTH BEND","IN","46601","(574) 282-2522"
"812","MISTI'S DOWN UNDER","205 W JEFFERSON BLVD","SOUTH BEND","IN","46601","(574) 234-4752"
"817","HIBACHI GRILL BUFFET","4502 S MICHIGAN ST","SOUTH BEND","IN","46614","(574) 291-8888"
"823","OSCAR'S BILLIARD CLUB","1902 SOUTH BEND AVE","SOUTH BEND","IN","46617","(574) 277-6651"
"831","AIR HOST COFFEE SHOP-DONT USE","4467 TERMINAL DR","SOUTH BEND","IN","46628","(574) 289-8786"
"837","INNISFREE BED & BREAKFAST","702 W COLFAX AVE","SOUTH BEND","IN","46601","(574) 283-0740"
"838","7-ELEVEN #30171","4106 LINCOLN WAY W","SOUTH BEND","IN","46628","(574) 233-1621"
"841","ENGLISH ROSE INN - DO NOT USE","116 S TAYLOR ST","SOUTH BEND","IN","46601","(574) 289-2114"
"846","TACO BELL-DON'T USE","5131 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 472-0135"
"849","CIAO'S","707 CEDAR ST","SOUTH BEND","IN","46617","(574) 289-2426"
"855","SIAM THAI RESTAURANT","211 N MAIN ST","SOUTH BEND","IN","46601","(574) 232-4445"
"859","LASALLE INTERMEDIATE ACADEMY","2701 ELWOOD AVE","SOUTH BEND","IN","46601","(574) 283-7517"
"860","KING GYROS EXPRESS","2717 S MICHIGAN ST","SOUTH BEND","IN","46614","(574) 231-8983"
"864","CINCO 5","112 W COLFAX AVE","SOUTH BEND","IN","46601","(574) 520-9613"
"865","OSBORN'S MINI MART #3","6301 US 31 S","SOUTH BEND","IN","46614","(574) 299-1698"
"867","HARRISON PRIMARY SCHOOL","3302 W WESTERN AVE","SOUTH BEND","IN","46624","(574) 283-7308"
"868","SUNSHINE ICE CREAM","605 LINCOLN WAY W","OSCEOLA","IN","46561","(574) 323-5818"
"869","TACO BELL #2160 - DON'T USE","3208 LINCOLN WAY W","SOUTH BEND","IN","46628-1451","(574) 234-2349"
"881","LINEBACKER LOUNGE","1631 SOUTH BEND AVE","SOUTH BEND","IN","46617","(574) 289-0186"
"893","AMVETS POST #66","1606 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 286-0487"
"901","SONIC RESTAURANTS, INC","3906 PORTAGE AVE","SOUTH BEND","IN","46628","(574) 273-9340"
"904","SUNRISE CAFE","1805 LINCOLN WAY W","SOUTH BEND","IN","46628","(574) 232-2323"
"915","CREST MANOR CHURCH OF BRETHREN","1342 BERKSHIRE DR","SOUTH BEND","IN","46614","(574) 291-3748"
"920","TEMPLE BETH-EL","305 W MADISON ST","SOUTH BEND","IN","46601","(574) 234-4402"
"926","FIRST UNITARIAN CHURCH","101 E NORTH SHORE DR","SOUTH BEND","IN","46617-1213","(574) 234-6588"
"942","DOUBLE T'S BBQ","415 N HICKORY RD","SOUTH BEND","IN","46615","(574) 251-9500"
"951","JERSEY MIKE'S SUBS","111 S SAINT JOSEPH ST","SOUTH BEND","IN","46601","(574) 246-0136"
"953","CIAO'S ITALIAN BAKERY","123 N MICHIGAN ST","SOUTH BEND","IN","46601","(574) 289-2426"
"966","TRIO'S RESTAURANT & JAZZ CLUB","129 N MICHIGAN ST","SOUTH BEND","IN","46601","(574) 288-8746"
"974","SUMMER SONG, INC","56565 PINE RD","SOUTH BEND","IN","46619","(574) 233-0010"
"986","VICKIE'S","112 W MONROE ST","SOUTH BEND","IN","46601","(574) 232-4090"
"1002","CHICAGO ICE CREAM & MORE","2517 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 234-0166"
"1006","CHARLIE'S","2334 PRAIRIE AVE","SOUTH BEND","IN","46614","(574) 289-0448"
"1010","LITTLE LINDA'S CAFE","3307 W SAMPLE ST","SOUTH BEND","IN","46619","(000) 000-0000"
"1027","CHUCK'S TAVERN","1201 W SAMPLE ST","SOUTH BEND","IN","46619","(574) 289-9457"
"1030","SEAHORSE II CABARET","1902 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 237-9139"
"1040","LITTLE JIMMY'S ICE CREAM","217 E 6TH ST","MISHAWAKA","IN","46544","(574) 532-5867"
"1041","CLUB 23","744 N NOTRE DAME AVE","SOUTH BEND","IN","46615","(574) 234-4015"
"1062","ST JOSEPH CATHOLIC CHURCH","211 N HILL ST","SOUTH BEND","IN","46617","(574) 234-3134"
"1066","TACO BELL-DON'T USE","6225 W BRICK RD","SOUTH BEND","IN","46628","(574) 247-1700"
"1071","APOSTOLIC TEMPLE CHURCH","2221 S IRONWOOD DR","SOUTH BEND","IN","46613","(574) 289-3150"
"1072","FIRST CHRISTIAN CHURCH","1101 E JEFFERSON BLVD","SOUTH BEND","IN","46617","(574) 289-2417"
"1082","FAITH APOSTOLIC TEMPLE, INC","911 N BENDIX DR","SOUTH BEND","IN","46628","(574) 288-3515"
"1094","FRANKIE'S BBQ","1132 SOUTH BEND AVE","SOUTH BEND","IN","46617","(574) 232-4038"
"1095","RESIDENCE INN","716 N NILES AVE","SOUTH BEND","IN","46617","(574) 289-5555"
"1101","HOT DOGGIN","111 S MICHIGAN ST HOT","SOUTH BEND","IN","46601","(574) 220-2411"
"1102","ICE BOX","1421 S WALNUT ST","SOUTH BEND","IN","46619","(574) 288-3300"
"1109","MILO'S PIZZERIA","910 E IRELAND RD","SOUTH BEND","IN","46614","(574) 299-9380"
"1110","NAVARRE INTERMEDIATE SCHOOL","4702 FORD ST","SOUTH BEND","IN","46619","(574) 283-7355"
"1111","SUPER MERCADO ROSALES","620 S MEADE ST","SOUTH BEND","IN","46619","(574) 288-0536"
"1127","THE LOCAL CUP","1009 PORTAGE AVE","SOUTH BEND","IN","46616","(574) 232-9182"
"1133","CANTEEN SERVICES / SBT","225 W COLFAX AVE","SOUTH BEND","IN","46601","(800) 234-7650"
"1155","CONGO CAFE","500 S GREENLAWN AVE","SOUTH BEND","IN","46615","(574) 235-5614"
"1156","SMOKE SHOP MINI MART","1712 LINCOLN WAY E","SOUTH BEND","IN","46613","(574) 232-2535"
"1172","STATE THEATRE","214 1/2 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 303-8820"
"1189","Z.B. FALCON NEST 80","323 S SHERIDAN ST","SOUTH BEND","IN","46619","(574) 288-3335"
"1196","THE SKILLET RESTAURANT","2212 MCKINLEY AVE","SOUTH BEND","IN","46615","(574) 234-6069"
"1197","MACRI'S ITALIAN KITCHEN","315 W IRELAND RD","SOUTH BEND","IN","46614","(574) 231-0200"
