"","Name","Address","City","State","Zip","Phone_Number"
"249","CASA DEL RIO","1705 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 243-3332"
"250","OLIVE EXPO","2324 ELWOOD AVE","SOUTH BEND","IN","46628","(574) 310-9068"
"251","LASALLE INTERMEDIATE ACADEMY","2701 ELWOOD AVE","SOUTH BEND","IN","46601","(574) 283-7517"
"252","MCKINLEY PUB","2930 MCKINLEY AVE","SOUTH BEND","IN","46615","(574) 234-2616"
"253","ELKS LODGE #298","1001 W WESTERN AVE","SOUTH BEND","IN","46617","(574) 232-2678"
"254","CUSHING MANOR BED & BREAKFAST","508 W WASHINGTON ST","SOUTH BEND","IN","46601","(574) 288-1990"
"255","BOYS & GIRLS CLUB OF ST JOSEPH","502 E SAMPLE ST","SOUTH BEND","IN","46601","(574) 232-2048"
"256","SOUTH BEND SCOTTISH RITE","427 N MAIN ST","SOUTH BEND","IN","46601","(574) 233-3158"
"257","LONG JOHN SILVER'S #42","920 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-1220"
"258","MT CARMEL MISSIONARY BAPTIST","137 E INDIANA AVE","SOUTH BEND","IN","46613","(574) 287-1451"
"259","KFS CATERING","3207 HIGH ST","SOUTH BEND","IN","46614","(574) 231-5168"
"260","THE COFFEE SPOT","3201 SUGAR MAPLE BUSINESS CT","SOUTH BEND","IN","46628","(574) 288-0398"
"261","APPLEBEE'S NEIGHBORHOOD BAR &","1150 E IRELAND RD","SOUTH BEND","IN","46614","(574) 277-2640"
"262","MATTHYS LITTLE LEAGUE","4700 MEADOW LN","SOUTH BEND","IN","46619","(574) 289-5228"
"263","Y.W.C.A. OF ST JOSEPH CO","1102 FELLOWS ST","SOUTH BEND","IN","46601","(574) 233-9491"
"264","SOUTH BEND FIREFIGHTERS LOCAL","4025 LINCOLN WAY W","SOUTH BEND","IN","46628","(574) 232-3473"
"265","SAINT PATRICK PARISH","309 S TAYLOR ST","SOUTH BEND","IN","46601","(574) 287-8932"
"266","ICE CREAM SHOPPE","315 CHAPIN ST","SOUTH BEND","IN","46614","(574) 514-0146"
"267","ROSALES SUPER MARKET #5","2812 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 234-4192"
"268","POLISH NATIONAL ALLIANCE #83","2401 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 233-0880"
"269","JIMMY JOHN'S GOURMET SANDWICH","138 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 246-1020"
"270","XAVIER SCHOOL OF EXCELLENCE","3423 S MICHIGAN ST","SOUTH BEND","IN","46614","(574) 231-6602"
"271","HICKEY'S SHAVED ICE, LLC","0 OUTSIDE CITY LIMITS","SOUTH BEND","IN","46601","(574) 532-5736"
"272","MARYCREST MARATHON","2306 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 233-8375"
"273","THE VINE","103 W COLFAX AVE","SOUTH BEND","IN","46601","(574) 234-9463"
"274","IVY COURT INN & SUITES","1404 IVY CT","SOUTH BEND","IN","46637","(574) 277-6500"
"275","COMPASS GROUP","4402 TECHNOLOGY DR","SOUTH BEND","IN","46628","(800) 234-7650"
"276","THE SALVATION ARMY","510 S MAIN ST","SOUTH BEND","IN","46601","(574) 288-2539"
"277","CJ'S PUB  -  CLOSED","417 N MICHIGAN ST","NEW CARLISLE","IN","46552","(574) 233-5981"
"278","BURRITO CHULO - DO NOT USE","1724 N IRONWOOD DR","SOUTH BEND","IN","46635","(269) 621-5251"
"279","PIZZA HUT","3624 MCKINLEY AVE","SOUTH BEND","IN","46615","(506) 328-4631"
"280","THE MARK","1234 N EDDY ST","SOUTH BEND","IN","46617","(574) 204-2767"
"281","CENTERPLATE / V.S.A., INC","120 S SAINT JOSEPH ST","SOUTH BEND","IN","46601","(574) 235-9151"
"282","EDISON INTERMEDIATE SCHOOL","2701 EISENHOWER AVE","SOUTH BEND","IN","46615","(574) 283-8948"
"283","ANCHOR INN","2224 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 237-9147"
"284","MATUBA RESTAURANT, LLC","2930 MCKINLEY AVE","SOUTH BEND","IN","46615","(574) 251-0674"
"285","PREETI PETROLEUM INC","3417 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 287-7965"
"286","CHINA HOUSE","2222 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 232-9828"
"287","CITY LIMITS LOUNGE","1807 S IRONWOOD DR","SOUTH BEND","IN","46614","(574) 288-3636"
"288","SUCCESS ACADEMY PRIMARY SCHOOL","3408 ARDMORE TRL","SOUTH BEND","IN","46628","(574) 299-9800"
"289","LODDY'S","814 S WALNUT ST","SOUTH BEND","IN","46619","(574) 237-1094"
"290","MI COCINITA","4333 W WESTERN AVE","SOUTH BEND","IN","46619-2614","(574) 288-4131"
"291","222 ITALIAN STEAKHOUSE","222 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 232-0222"
"292","FIRST PRESBYTERIAN CHURCH","333 W COLFAX AVE","SOUTH BEND","IN","46601","(574) 234-4159"
"293","HONEY BAKED HAM CO & CAFE","2307 EDISON RD","SOUTH BEND","IN","46615","(574) 288-4267"
"294","MC ALISTER'S DELI","1130 E ANGELA BLVD","SOUTH BEND","IN","46613","(574) 232-8560"
"295","RADIANT HEARTH PIZZERIA LLC","52177 PICKWICK LN","SOUTH BEND","IN","46637","(574) 360-7142"
"296","JULIO'S PIZZA","2509 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 287-1034"
"297","GOSPEL CENTER MISSIONARY CHURC","930 S 30TH ST","SOUTH BEND","IN","46615","(574) 232-4477"
"298","O'SULLIVAN'S CROSSING","235 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 289-3333"
"299","WAL-MART SUPERCENTER #3436","700 W IRELAND RD","SOUTH BEND","IN","46614","(574) 299-1284"
"300","RINCON HUASTECO","2702 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 855-1903"
"301","SAINT HEDWIG MEMORIAL CENTER","331 S SCOTT ST","SOUTH BEND","IN","46601","(574) 287-8935"
"302","SUNRISE BAR & GRILL","3101 LINCOLN WAY W","SOUTH BEND","IN","46628-1947","(574) 234-3034"
"303","LUIGI'S PIZZA, INC","3620 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 282-1215"
"304","POP'S PLACE INC","2035 S MICHIGAN ST","SOUTH BEND","IN","46613-2326","(574) 286-6115"
"305","BELL-MART BP","3627 MCKINLEY AVE","SOUTH BEND","IN","46615","(574) 287-9926"
"306","TURNERS OF MICHIANA LLC","2720 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 289-4335"
"307","BAMBER SUPERETTE","1145 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 287-1871"
"308","PIZZA HUT","3697 PORTAGE AVE","SOUTH BEND","IN","46628","(574) 273-0678"
"309","ROZELL ROYAL RIBS","313 CHAPIN ST","SOUTH BEND","IN","46601","(574) 234-6980"
"310","Z.B. FALCON NEST 80","323 S SHERIDAN ST","SOUTH BEND","IN","46619","(574) 288-3335"
"311","EXTREME FAMILY GRUB AND PUB","2206 2208 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 289-4888"
"312","GIUSEPPE'S ISF, LLC","1105 NORTHSIDE BLVD","SOUTH BEND","IN","46615","(574) 302-6991"
"313","CEDAR HOUSE RESTAURANT","808 E COLFAX AVE","SOUTH BEND","IN","46617","(574) 287-8744"
"314","THE TASTE","917 LINCOLN WAY W","SOUTH BEND","IN","46616-1126","(574) 520-8969"
"315","FALAFEL EXPRESS","1809 SOUTH BEND AVE","SOUTH BEND","IN","46637-5637","(574) 514-1228"
"316","MINDY'S DOWNTOWN GRILL","120 W LASALLE AVE","SOUTH BEND","IN","46601","(574) 237-0819"
"317","CHIPPEWA BOWL","225 W CHIPPEWA AVE","SOUTH BEND","IN","46614","(574) 291-5093"
"318","GREAT HARVEST BREAD CO.","1105 NORTHSIDE BLVD","SOUTH BEND","IN","46615","(574) 271-1100"
"319","RUM VILLAGE INN","2209 KEMBLE AVE","SOUTH BEND","IN","46613","(574) 288-1773"
"320","FIDDLER'S HEARTH, INC","127 N MAIN ST","SOUTH BEND","IN","46601","(574) 232-2853"
"321","WENDY'S #562","3401 LINCOLN WAY W","SOUTH BEND","IN","46628","(574) 287-6644"
"322","CHICORY CAFE CO. - DO NOT USE","105 E JEFFERSON BLVD","SOUTH BEND","IN","46601","(574) 234-1141"
"323","CAMBODIAN THAI RESTAURANT - DO","229 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 289-2877"
"324","NAVARRE CATERING LLC - DBA BIS","211 N MICHIGAN ST","SOUTH BEND","IN","46601","(574) 235-5612"
"325","GREATER FRIENDSHIP BAPT. CH.","206 S FALCON ST","SOUTH BEND","IN","46619","(574) 288-7487"
"326","RON'S MCKINLEY MARATHON","2124 MCKINLEY AVE","SOUTH BEND","IN","46615","(574) 234-9565"
"327","CHINA GARDEN RESTAURANT, INC","900 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-7373"
"328","STARZ BAR","1505 KENDALL ST","SOUTH BEND","IN","46613","(574) 288-7827"
"329","MURPHY'S BACKYARD PUB","3601 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 233-5968"
"330","SAINT JOSEPH CATHOLIC HIGH SCH","453 N NOTRE DAME AVE","SOUTH BEND","IN","46617","(574) 233-6137"
"331","KELLY'S PUB","1150 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 287-7379"
"332","MASTERPIECE CREATIONS/BISTRO","211 N MICHIGAN ST","SOUTH BEND","IN","46601","(574) 235-5583"
"333","UGLY MUGS CAFE & CULTURE","102 N MAIN ST","SOUTH BEND","IN","46601","(574) 863-0352"
"334","TAPHOUSE ON THE EDGE","1803 SOUTH BEND AVE","SOUTH BEND","IN","46637-5637","(574) 247-9293"
"335","J J FISH & CHICKEN","3622 EDISON RD","SOUTH BEND","IN","46615","(574) 288-4221"
"336","OLIVE STREET CONVENIENCE STORE","815 N OLIVE ST","SOUTH BEND","IN","46619","(574) 287-6312"
"337","ERSKINE GOLF COURSE","4201 MIAMI ST","SOUTH BEND","IN","46614","(574) 291-5587"
"338","BRUNO'S PIZZA DTSB","131 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 234-2222"
"339","SMOKIN ADDIES","501 LINCOLN WAY W","SOUTH BEND","IN","46601","(574) 287-4464"
"340","SILVER TOWER SEAFOOD HOUSE","1536 LINCOLN WAY W","SOUTH BEND","IN","46628-2420","(574) 233-0304"
"341","LONNIE'S 23 INN","1989 PRAIRIE AVE","SOUTH BEND","IN","46613","(574) 251-0282"
"342","DOMINIC'S PIZZERIA","1640 SOUTH BEND AVE","SOUTH BEND","IN","46617","(574) 289-0626"
"343","SOUTH BEND CHOCOLATE COMPANY","4667 PROGRESS DR","SOUTH BEND","IN","46628","(574) 289-8786"
"344","THE PORTAGE GRILL, LLC","1519 PORTAGE AVE","SOUTH BEND","IN","46617","(574) 288-2867"
"345","TOM'S RESTAURANT","131 S LAFAYETTE BLVD","SOUTH BEND","IN","46601","(574) 237-9401"
"346","PIZZA HUT - DONT USE","2017 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 273-9944"
"347","THE PHILADELPHIA","2123 EDISON RD","SOUTH BEND","IN","46637","(574) 287-3255"
"348","PIZZA HUT - DONT USE","1129 N BENDIX DR","SOUTH BEND","IN","46628","(574) 232-2800"
"349","LA CENTRAL BAKERY","3021 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 289-2550"
"350","ELKS LODGE #235","3535 MCKINLEY AVE","SOUTH BEND","IN","46615","(574) 233-1139"
"351","SUPER MERCADO ROSALES","1518 S MICHIGAN ST","SOUTH BEND","IN","46613","(574) 234-5587"
"352","STEAK N SHAKE","1315 E IRELAND RD","SOUTH BEND","IN","46614","(574) 299-9936"
"353","ELOTES Y MAS","1343 DUNHAM ST","SOUTH BEND","IN","46619","(574) 233-0109"
"354","QUINCY'S","1631 EDISON RD","SOUTH BEND","IN","46637","(574) 273-0159"
"355","STATE THEATRE","214 1/2 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 303-8820"
"356","SUPER MERCADO ROSALES","620 S MEADE ST","SOUTH BEND","IN","46619","(574) 288-0536"
"357","TACO BELL / PIZZA HUT #5393","221 W LASALLE AVE","SOUTH BEND","IN","46601","(574) 233-3431"
"358","ALWAYS OPEN","1401 N BENDIX DR","SOUTH BEND","IN","46628","(574) 233-6429"
"359","BEACON BOWL RESTAURANT","4210 LINCOLN WAY W","SOUTH BEND","IN","46628","(574) 234-4167"
"360","CROOKED EWE BREWERY & ALE HOUS","1047 LINCOLN WAY E","SOUTH BEND","IN","46601","(574) 217-0881"
"361","COFFEE AND TEA THYME","1105 NORTHSIDE BLVD","SOUTH BEND","IN","46615","(260) 625-5476"
"362","MCKINLEY PRIMARY SCHOOL","228 N GREENLAWN AVE","SOUTH BEND","IN","46624","(574) 283-8576"
"363","V.F.W. POST 9820","4829 LINDEN AVE","SOUTH BEND","IN","46619","(574) 237-9820"
"364","MITCH'S CORNER SPORTS BAR","1516 N IRONWOOD DR","SOUTH BEND","IN","46635","(574) 855-2365"
"365","MARTIN'S SUPER MARKETS #10","2081 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 272-6922"
"366","ARBY'S ROAST BEEF #877","4615 MIAMI ST","SOUTH BEND","IN","46614","(574) 291-1208"
"367","ONE STOP SHOP","3529 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 234-7870"
"368","SPEEDWAY #5548","1449 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 233-7421"
"369","KRIS'S KOUNTRY KITCHEN","2210 2212 MIAMI ST","SOUTH BEND","IN","46613","(574) 251-0377"
"370","ARBY'S ROAST BEEF #7215","209 W SAMPLE ST","SOUTH BEND","IN","46601","(574) 246-9733"
"371","SPEEDWAY #5487","2075 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-5436"
"372","SPEEDWAY #5153","2150 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 277-2071"
"373","CENTER FOR THE HOMELESS","813 S MICHIGAN ST","SOUTH BEND","IN","46601-3102","(574) 282-8700"
"374","SOUTH BEND CHOCOLATE CO","615 N MICHIGAN ST","SOUTH BEND","IN","46601","(574) 233-2577"
"375","ARMY & NAVY UNION #146","1121 W WESTERN AVE","SOUTH BEND","IN","46601","(574) 287-3815"
"376","7-ELEVEN","333 S LOGAN ST","SOUTH BEND","IN","46601","(574) 232-8916"
"377","ALLIE'S CAFE & CATERING","2323 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 232-9520"
"378","P & G FAMILY RESTAURANT 2","1140 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 246-1812"
"379","TAPASTRIE LLC","103 W COLFAX AVE","SOUTH BEND","IN","46601","(574) 232-9200"
"380","FRANKIE'S BBQ","1621 W WASHINGTON ST","SOUTH BEND","IN","46628-2159","(574) 287-8993"
"381","JOVI'S LOUNGE","1905 MIAMI ST","SOUTH BEND","IN","46614","(574) 289-3770"
"382","CAFE 211","211 N EDDY ST","SOUTH BEND","IN","46617","(574) 299-9126"
"383","TASTE OF MEXICO","2637 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 232-8960"
"384","STUDEBAKER GOLF COURSE","718 E CALVERT ST","SOUTH BEND","IN","46613","(574) 287-6634"
"385","EL RANCHITO","1923 PRAIRIE AVE","SOUTH BEND","IN","46613","(574) 288-3930"
"386","R.K. CITY FOOD MART","301 N LAFAYETTE BLVD","SOUTH BEND","IN","46601","(574) 287-5754"
"387","KENNEDY WATER PARK CONC.","2700 WESTMOOR ST","SOUTH BEND","IN","46624","(574) 235-9407"
"388","VOLCANO RESTAURANT","3700 LINCOLN WAY W","SOUTH BEND","IN","46601","(574) 287-5775"
"389","KROGER J-901","4526 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 288-0471"
"390","BRUNO'S PIZZA","2202 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 968-0350"
"391","LITTLE CAESARS PIZZA","1225 E IRELAND RD","SOUTH BEND","IN","46614","(574) 299-0300"
"392","NEW CHINA RESTAURANT","920 ERSKINE PLZ","SOUTH BEND","IN","46614","(574) 291-9324"
"393","WASHINGTON HIGH SCHOOL","4747 W WASHINGTON ST","SOUTH BEND","IN","46624","(574) 283-7220"
"394","HOWARD PARK GENERAL STORE","609 E JEFFERSON BLVD","SOUTH BEND","IN","46617","(574) 000-0000"
"395","SAINT ADALBERT CATHOLIC CHURCH","519 S OLIVE ST","SOUTH BEND","IN","46619","(574) 288-5708"
"396","SPEEDWAY #6674/SUBWAY #6628","6161 W BRICK RD","SOUTH BEND","IN","46628","(574) 277-4206"
"397","MC DONALD'S 493","416 N MICHIGAN ST","SOUTH BEND","IN","46601","(574) 400-0775"
"398","TARKINGTON TRADITIONAL SCHOOL","3414 HEPLER ST","SOUTH BEND","IN","46635","(574) 243-7217"
"399","GRANDPA'S HOUSE OF PANCAKE","4123 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 220-2215"
"400","FIRST BRETHREN CHURCH","4909 S IRONWOOD DR","SOUTH BEND","IN","46614","(574) 291-4909"
"401","LASALLE GRILL","115 W COLFAX AVE","SOUTH BEND","IN","46601","(574) 288-1155"
"402","PAPA JOHN'S #2","1811 S IRONWOOD DR","SOUTH BEND","IN","46614","(574) 233-7272"
"403","YATS EDDY STREET LLC","1251 N EDDY ST","SOUTH BEND","IN","46617","(000) 000-0000"
"404","STUDIO RUMBA 305","1116 S MAIN ST","SOUTH BEND","IN","46619","(574) 217-6507"
"405","PAPA JOHN'S #5","928 S MAYFLOWER RD","SOUTH BEND","IN","46619","(502) 935-6329"
"406","SAINT MATTHEW CATHEDRAL SCHOOL","1015 E DAYTON ST","SOUTH BEND","IN","46613","(574) 289-4535"
"407","STARBUCKS COFFEE #9758","1290 E IRELAND RD BLDG","SOUTH BEND","IN","46614","(206) 318-8705"
"408","TAQUERIA LOS GARCIA","1140 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 217-7663"
"409","IMMANUEL UNITED METHODIST","1211 W EWING AVE","SOUTH BEND","IN","46613","(574) 000-0000"
"410","PILGRIM BAPTIST CHURCH","116 BIRDSELL ST","SOUTH BEND","IN","46628","(574) 234-6698"
"411","BIG ED'S AND ANGIE'S","2227 FRANKLIN ST","SOUTH BEND","IN","46613","(574) 232-3444"
"412","LA ROSITA","2909 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 246-0445"
"413","BOOTLEG'ERS","1302 FORD ST","SOUTH BEND","IN","46619","(574) 234-0744"
"414","BYERS SOFTBALL COMPLEX","1300 S MAYFLOWER RD","SOUTH BEND","IN","46619","(574) 282-1449"
"415","FAITH APOSTOLIC TEMPLE, INC","911 N BENDIX DR","SOUTH BEND","IN","46628","(574) 288-3515"
"416","MANGO CAFE LLC.","1740 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 607-1877"
"417","THE TASTE OF CHICAGO","917 LINCOLN WAY W","SOUTH BEND","IN","46616-1126","(574) 520-8969"
"418","STUDEBAKER NATIONAL MUSEUM INC","201 CHAPIN ST","SOUTH BEND","IN","46601","(574) 235-9714"
"419","BURGER KING #6622","1113 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-4300"
"420","PORTAGE CONVENIENCE STORE","1409 PORTAGE AVE","SOUTH BEND","IN","46616","(574) 204-2589"
"421","QUIZNOS SUB","131 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 256-6712"
"422","APPLEBEE'S NEIGHBORHOOD BAR &","3703 PORTAGE AVE","SOUTH BEND","IN","46628","(574) 277-2640"
"423","KITCHEN SKATE PARK","3300 W SAMPLE ST","SOUTH BEND","IN","46619","(574) 217-8986"
"424","MEJORANDO TU FIGURA","1110 W WESTERN AVE","SOUTH BEND","IN","46601","(574) 261-1585"
"425","AMERICAN LEGION POST 303","2503 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 287-0057"
"426","LE PEEP","127 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 288-7337"
"427","CHRIST TEMPLE APOSTOLIC SOUP K","2307 ELWOOD AVE","SOUTH BEND","IN","46628","(574) 233-3892"
"428","FIRST BAPTIST CHURCH OF S.B.","3010 S IRONWOOD DR","SOUTH BEND","IN","46614","(574) 294-4141"
"429","ANTONIO'S PLACE","1314 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 289-0068"
"430","GOODWILL INDUSTRIES OF MICHIAN","1805 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 472-7300"
"431","LEEPER PARK TENNIS CENTER","837 N LAFAYETTE BLVD","SOUTH BEND","IN","46601","(574) 235-9405"
"432","RILEY HIGH SCHOOL","1902 FELLOWS ST","SOUTH BEND","IN","46613","(574) 283-8541"
"433","EMMAUS LUTHERAN CHURCH","929 MILTON ST","SOUTH BEND","IN","46613","(574) 287-4151"
"434","LACOPOS PIZZERIA","3004 ARDMORE TRL","SOUTH BEND","IN","46628-1927","(574) 233-5331"
"435","MC DONALD'S 2982","3221 LINCOLN WAY W","SOUTH BEND","IN","46628-1450","(574) 400-0775"
"436","MC DONALD'S 3206","5021 W WESTERN AVE","SOUTH BEND","IN","46601","(574) 400-0775"
"437","PEDRO'S FAMILY RESTAURANT","110 N MAIN ST","SOUTH BEND","IN","46601","(574) 472-1057"
"438","LAND & SEA","1107 LINCOLN WAY W","SOUTH BEND","IN","46616","(574) 288-5851"
"439","SOUTH SIDE FOOD MART","1637 KEMBLE AVE","SOUTH BEND","IN","46613","(574) 222-2372"
"440","CLUB FEVER","222 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 234-5200"
"441","GOOD SHEPHERD LUTHERAN CHURCH","1021 MANCHESTER DR","SOUTH BEND","IN","46615","(574) 232-9418"
"442","CATERING BY BILLIE","407 S EDDY ST","SOUTH BEND","IN","46617","(574) 234-3663"
"443","OC MINI MART","815 N OLIVE ST","SOUTH BEND","IN","46619","(574) 855-4958"
"444","LET'S SPOON FROZEN YOGURT","1635 EDISON RD","SOUTH BEND","IN","46637","(574) 904-9240"
"445","MC DONALD'S 6097","1850 LINCOLN WAY E","SOUTH BEND","IN","46613-3423","(574) 287-9843"
"446","FRANK'S PLACE","327 W MARION ST","SOUTH BEND","IN","46601-1148","(574) 232-2277"
"447","STARBUCKS #2931","2202 SOUTH BEND AVE","SOUTH BEND","IN","46637","(206) 318-8705"
"448","WAL-MART #2680","3701 PORTAGE AVE","SOUTH BEND","IN","46628","(574) 243-4915"
"449","BURGER KING # 8448","3403 PORTAGE AVE","SOUTH BEND","IN","46628","(574) 277-4600"
"450","J & R LINCOLNWAY GRILL","1003 LINCOLN WAY W","SOUTH BEND","IN","46616-1147","(574) 233-7814"
"451","LONG JOHN SILVER'S #40","4949 W WESTERN AVE","SOUTH BEND","IN","46601","(812) 482-3212"
"452","BAKER'S DOZEN BAKESHOP","2909 W SAMPLE ST","SOUTH BEND","IN","46619","(574) 289-9559"
"453","HOPE MINISTRIES","432 S LAFAYETTE BLVD","SOUTH BEND","IN","46601","(574) 235-4150"
"454","BORDER'S DAIRY QUEEN","1847 LINCOLN WAY E","SOUTH BEND","IN","46613-3422","(574) 287-3952"
"455","MITCH'S SECOND BASE SPORTS BAR","4407 S IRONWOOD DR","SOUTH BEND","IN","46614","(574) 532-7022"
"456","PAPA JOHN'S PIZZA","3903 PORTAGE AVE","SOUTH BEND","IN","46628","(502) 935-6329"
"457","SOUTH BEND BREW WERKS","216 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 334-0356"
"458","PENN STATION EAST COAST SUBS","2202 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 855-2432"
"459","PURPLE PORCH CO-OP, INC","123 N HILL ST","SOUTH BEND","IN","46617","(574) 287-6724"
"460","K'S GRILL & PUB","1733 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 277-2527"
"461","RIVER CITY CAFE","321 E WALTER ST","SOUTH BEND","IN","46614","(574) 299-4768"
"462","ROSALES PLAZA","2812 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 326-9796"
"463","TACO MOVIL","2812 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 520-7927"
"464","PRIYA & LUCKY","5307 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 288-6009"
"465","SMILEY DOGS (HOT DOG CART)","56977 MAYFLOWER RD","SOUTH BEND","IN","46619","(574) 287-7492"
"466","GOLDEN DRAGON CHINESE REST","3302 PORTAGE AVE","SOUTH BEND","IN","46628","(574) 243-8800"
"467","TAQUERIA CHICAGO","2920 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 234-6775"
"468","FALCON EXPRESS","3417 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 855-1429"
"469","JAVIER'S BISTRO","2007 MIAMI ST","SOUTH BEND","IN","46614","(574) 222-2917"
"470","HOLINESS CHURCH OF GOD","1635 LINDEN AVE","SOUTH BEND","IN","46628","(574) 232-1704"
"471","P & G FAMILY RESTAURANT","2335 PRAIRIE AVE","SOUTH BEND","IN","46614","(574) 288-7792"
"472","PERLEY FINE ARTS SCHOOL","740 N EDDY ST","SOUTH BEND","IN","46617","(574) 283-8741"
"473","MONROE PRIMARY SCHOOL","312 DONMOYER AVE","SOUTH BEND","IN","46614","(574) 231-5837"
"474","ALLIE'S AMERICAN GRILL","123 N SAINT JOSEPH ST","SOUTH BEND","IN","46601","(574) 234-2000"
"475","CALVERT ROD & GUN CLUB","2203 W EWING AVE","SOUTH BEND","IN","46613","(574) 233-6588"
"476","DOMINO'S PIZZA","1627 EDISON RD","SOUTH BEND","IN","46637","(574) 271-0300"
"477","IN YER FACE BBQ","1418 N ELMER ST","SOUTH BEND","IN","46628","(574) 229-7401"
"478","POLITO'S ITALIAN RESTAURANT","401 N HICKORY RD","SOUTH BEND","IN","46615","(574) 243-5385"
"479","DONNALEE'S","701 W INDIANA AVE","SOUTH BEND","IN","46613","(574) 237-9811"
"480","BG'S DOWNTOWN DOGS","111 S SAINT JOSEPH ST","SOUTH BEND","IN","46601","(574) 246-0136"
"481","WOOCHI JAPANESE FUSION & BAR","123 W WASHINGTON ST","SOUTH BEND","IN","46601","(574) 289-2222"
"482","7-ELEVEN #27054","2207 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 232-1797"
"483","PIZZA HUT - DONT USE","209 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-9400"
"484","THE LANDING CATERING","2801 S MICHIGAN ST","SOUTH BEND","IN","46614","(574) 299-9126"
"485","THE FRIENDLY CONFINES","1502 DUNHAM ST","SOUTH BEND","IN","46619","(574) 294-8866"
"486","HOT DIGGIDY DOG","4035 S MICHIGAN ST","SOUTH BEND","IN","46614","(574) 299-1588"
"487","KNIGHTS OF COLUMBUS #553","553 E WASHINGTON ST","SOUTH BEND","IN","46617","(574) 234-9800"
"488","EDIBLE ARRANGEMENTS","123 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 234-8182"
"489","THE LOCAL CUP","1009 PORTAGE AVE","SOUTH BEND","IN","46616","(574) 232-9182"
"490","TORTILLERIA EL SOL","2521 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 340-9933"
"491","ECONOMY INN","3233 LINCOLN WAY W","SOUTH BEND","IN","46628-1450","(574) 232-9019"
"492","SIAM THAI RESTAURANT","211 N MAIN ST","SOUTH BEND","IN","46601","(574) 232-4445"
"493","LOS AMIGOS","643 LA PORTE AVE","SOUTH BEND","IN","46628","(574) 323-7720"
"494","PITTS BBQ","1526 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 232-0667"
"495","MIAMI STOP AND GO","1914 MIAMI ST","SOUTH BEND","IN","46601","(574) 288-5222"
